route_number,origin,destination,stop_sequence,stop_name
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",44,Bada Jharilo
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",45,Sundargram
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",46,Dadhichi Group
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",47,Bagalpur Panchyat Office
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",48,Dakhineswar Mahadev Temple
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",49,Jharpada Road
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",50,Kantapada
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",51,PWD Dakabangala
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",52,Olatpur
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",53,SVNIRTAR
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",54,Olatpur
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",55,Sisua
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",56,Ichhapur
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",57,Barahipur
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",58,Adaspur Bus Stand
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",59,Adaspur Hospital
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",60,Udayanath College
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",61,Salei
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",62,Kaliaghai Market
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",63,R. K. Institute
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",64,Apuja
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",65,Nuagaon
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",66,Niali College
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",67,Majhikhanda Chaka
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",68,Bank Chaka Niali
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",69,Niali High School
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",70,Niali P.S
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",71,Fire Station (Niali)
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",72,Jalaharpur
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",73,Tolagopinatha Pur
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",74,Panimala
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",75,Madhab G.P
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",76,Madhabananda High School
84,"Markatnagar, CDA 7","Madhabananda Temple, Niali",77,Madhabananda Temple
85,CNBT,Gadama,1,CNBT
85,CNBT,Gadama,2,Khannagar Traffic
85,CNBT,Gadama,3,Badambadi Square
85,CNBT,Gadama,4,Badambadi Bus Stand
85,CNBT,Gadama,5,Pala Mandap
85,CNBT,Gadama,6,Arundoya Market
85,CNBT,Gadama,7,Nishamani Talkies
85,CNBT,Gadama,8,Link Road
85,CNBT,Gadama,9,Samrat Cinema
85,CNBT,Gadama,10,OMP Square
85,CNBT,Gadama,11,Officer's Colony (Cuttack)
85,CNBT,Gadama,12,6th Batalion
85,CNBT,Gadama,13,Chauliaganj Durga Mandap
85,CNBT,Gadama,14,Madan Mohan Market
85,CNBT,Gadama,15,Nayabazar
85,CNBT,Gadama,16,Bidyadharpur
85,CNBT,Gadama,17,Ganesh Bazar (Bidyadharpur)
85,CNBT,Gadama,18,NRRI Main Gate
85,CNBT,Gadama,19,Keshab Dham Road
85,CNBT,Gadama,20,Gatiraut Patna
85,CNBT,Gadama,21,Matha Sahi Road
85,CNBT,Gadama,22,Biribati
85,CNBT,Gadama,23,Kshetrabasi ITI (Fakirpada)
85,CNBT,Gadama,24,Fakirpada
85,CNBT,Gadama,25,Keshpur
85,CNBT,Gadama,26,Kandarpur
85,CNBT,Gadama,27,Alarpur
85,CNBT,Gadama,28,Xavier College of Hotel Management
85,CNBT,Gadama,29,Kamarpada
85,CNBT,Gadama,30,Archhili
85,CNBT,Gadama,31,Ramkumarpur
85,CNBT,Gadama,32,Somepur
85,CNBT,Gadama,33,Talapada
85,CNBT,Gadama,34,Nanpur
85,CNBT,Gadama,35,Anantabalia Nursery
85,CNBT,Gadama,36,Gadama
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",1,CDA 9 Market Square
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",2,CDA 6 Park
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",3,Eye Hospital Square
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",4,Satichaura Square
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",5,Dagarpada Road
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",6,Judicial Academy
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",7,Sishu Bhawan
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",8,High Court Road
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",9,Cuttack Sai Temple
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",10,Puri Ghat Police Station
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",11,City College
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",12,CNBT
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",13,Badambadi Bus Stand
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",14,Pala Mandap
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",15,Arundoya Market
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",16,Nishamani Talkies
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",17,Link Road
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",18,Samrat Cinema
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",19,OMP Square
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",20,Cuttack Railway Station
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",21,Ravenshaw University
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",22,Clock Tower
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",23,Balaji Hospital
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",24,SCB Medical
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",25,Settlement Office
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",26,Jobra Anicut
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",27,Sikaripur
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",28,Pandasahi Road
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",29,Sai Sports Authority India
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",30,Laxmanpur
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",31,Birupa Vihar Square
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",32,Birupa Anicut
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",33,Kali Mandir Choudwar
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",34,Municipality Office Choudwar
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",35,Gandhi Chaka
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",36,Choudwar Womens College
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",37,Kalinga Bazar
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",38,OTM Staff Colony
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",39,OTM Labour Colony
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",40,Mundamala Chaka
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",41,Nuntikiri
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",42,Manguli
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",43,Nergundi
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",44,Harianta
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",45,Karanji
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",46,Odisha Adarsha Vidyalaya
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",47,Kandarkana
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",48,Sapanpur Road
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",49,Tangi
86 UP,"CDA 9, Cuttack","DRIEMS, Tangi",50,DRIEMS
87E,Judicial Academy,"Nuapada, Cuttack",1,Judicial Academy
87E,Judicial Academy,"Nuapada, Cuttack",2,Dagarpada Road
87E,Judicial Academy,"Nuapada, Cuttack",3,Satichaura Square
87E,Judicial Academy,"Nuapada, Cuttack",4,Krushak Bazar
87E,Judicial Academy,"Nuapada, Cuttack",5,Bidanasi
87E,Judicial Academy,"Nuapada, Cuttack",6,Chahata Nagar Lane 4
87E,Judicial Academy,"Nuapada, Cuttack",7,Chahata Ghata
87E,Judicial Academy,"Nuapada, Cuttack",8,Police Signal Training School
87E,Judicial Academy,"Nuapada, Cuttack",9,Srinivas Gada
87E,Judicial Academy,"Nuapada, Cuttack",10,Shifa Hospital
87E,Judicial Academy,"Nuapada, Cuttack",11,Deer Park
87E,Judicial Academy,"Nuapada, Cuttack",12,Baliyatra Ground
87E,Judicial Academy,"Nuapada, Cuttack",13,Barabati Stadium
87E,Judicial Academy,"Nuapada, Cuttack",14,Silver City Boat Club
87E,Judicial Academy,"Nuapada, Cuttack",15,Mata Matha
87E,Judicial Academy,"Nuapada, Cuttack",16,Professors Colony
87E,Judicial Academy,"Nuapada, Cuttack",17,Bose College
87E,Judicial Academy,"Nuapada, Cuttack",18,Odisha State Maritime Museum
87E,Judicial Academy,"Nuapada, Cuttack",19,Taladanda Bridge
87E,Judicial Academy,"Nuapada, Cuttack",20,Jobra Anicut
87E,Judicial Academy,"Nuapada, Cuttack",21,Settlement Office
87E,Judicial Academy,"Nuapada, Cuttack",22,SCB Medical
87E,Judicial Academy,"Nuapada, Cuttack",23,Balaji Hospital
87E,Judicial Academy,"Nuapada, Cuttack",24,Clock Tower
87E,Judicial Academy,"Nuapada, Cuttack",25,Ravenshaw University
87E,Judicial Academy,"Nuapada, Cuttack",26,Cuttack Railway Station
87E,Judicial Academy,"Nuapada, Cuttack",27,OMP Square
87E,Judicial Academy,"Nuapada, Cuttack",28,Front Gate Rail. Stn.
87E,Judicial Academy,"Nuapada, Cuttack",29,Gandarpur
87E,Judicial Academy,"Nuapada, Cuttack",30,Shikharpur
87E,Judicial Academy,"Nuapada, Cuttack",31,Bank Sqr (Mahanadi Vihar)
87E,Judicial Academy,"Nuapada, Cuttack",32,Bata Mangal Temple
87E,Judicial Academy,"Nuapada, Cuttack",33,Justice Chakk (Mahandi Vihar)
87E,Judicial Academy,"Nuapada, Cuttack",34,CDA Market Complex (Mahanadi Vihar)
87E,Judicial Academy,"Nuapada, Cuttack",35,Mahanadi Vihar
87E,Judicial Academy,"Nuapada, Cuttack",36,Chauliaganj Police Outpost
87E,Judicial Academy,"Nuapada, Cuttack",37,Block Office (Cuttack Sadar)
87E,Judicial Academy,"Nuapada, Cuttack",38,Goshala
87E,Judicial Academy,"Nuapada, Cuttack",39,Nuapada Durga Mandap
87E,Judicial Academy,"Nuapada, Cuttack",40,Darkhapatna Village Road
87E,Judicial Academy,"Nuapada, Cuttack",41,Nuapada Market
87E,Judicial Academy,"Nuapada, Cuttack",42,Industrial Estate Road
93,"Biju Patnaik Park, Cuttack",Bhubaneswar Railway Station,1,Biju Patnaik Park (Cuttack)
93,"Biju Patnaik Park, Cuttack",Bhubaneswar Railway Station,2,State Bank Square (CDA)
93,"Biju Patnaik Park, Cuttack",Bhubaneswar Railway Station,3,Justice Square
93,"Biju Patnaik Park, Cuttack",Bhubaneswar Railway Station,4,Saraswati Shisu Mandir
93,"Biju Patnaik Park, Cuttack",Bhubaneswar Railway Station,5,Raj Kishor Marg
93,"Biju Patnaik Park, Cuttack",Bhubaneswar Railway Station,6,CDA 9 Market Square
93,"Biju Patnaik Park, Cuttack",Bhubaneswar Railway Station,7,CDA 6 Park
93,"Biju Patnaik Park, Cuttack",Bhubaneswar Railway Station,8,Eye Hospital Square
93,"Biju Patnaik Park, Cuttack",Bhubaneswar Railway Station,9,Sati Choura Square
93,"Biju Patnaik Park, Cuttack",Bhubaneswar Railway Station,10,Dagarpada Road
93,"Biju Patnaik Park, Cuttack",Bhubaneswar Railway Station,11,Judicial Academy
93,"Biju Patnaik Park, Cuttack",Bhubaneswar Railway Station,12,Kunheipara
93,"Biju Patnaik Park, Cuttack",Bhubaneswar Railway Station,13,Trisulia Square
93,"Biju Patnaik Park, Cuttack",Bhubaneswar Railway Station,14,Mandakini Resorts
93,"Biju Patnaik Park, Cuttack",Bhubaneswar Railway Station,15,Madhuban
93,"Biju Patnaik Park, Cuttack",Bhubaneswar Railway Station,16,Bachhipur
93,"Biju Patnaik Park, Cuttack",Bhubaneswar Railway Station,17,Barang Police Station
93,"Biju Patnaik Park, Cuttack",Bhubaneswar Railway Station,18,Barang Square
93,"Biju Patnaik Park, Cuttack",Bhubaneswar Railway Station,19,Barang Sitaram Bazar
93,"Biju Patnaik Park, Cuttack",Bhubaneswar Railway Station,20,Jungle View
93,"Biju Patnaik Park, Cuttack",Bhubaneswar Railway Station,21,Orissa Diesel
93,"Biju Patnaik Park, Cuttack",Bhubaneswar Railway Station,22,Bhalunka Road
93,"Biju Patnaik Park, Cuttack",Bhubaneswar Railway Station,23,Jujhagada
93,"Biju Patnaik Park, Cuttack",Bhubaneswar Railway Station,24,Daruthenga School
93,"Biju Patnaik Park, Cuttack",Bhubaneswar Railway Station,25,Daruthenga
93,"Biju Patnaik Park, Cuttack",Bhubaneswar Railway Station,26,Shyamsundarpur
93,"Biju Patnaik Park, Cuttack",Bhubaneswar Railway Station,27,SOG
93,"Biju Patnaik Park, Cuttack",Bhubaneswar Railway Station,28,Chandaka College
